species,size,fragrance,height_cm,petal_length,petal_width,sepal_length,sepal_width
hibiscus,large,none,121.49,6.0745,4.8596,85.043,36.447
shoeblack plant,medium,none,62.79,3.1395,2.5116,43.953,18.837
hibiscus,large,none,196.23,9.8115,7.8492,137.361,58.869
shoeblack plant,large,mild,80.39,4.0195,3.2156,56.273,24.117
shoeblack plant,large,none,140.42,7.021,5.6168,98.294,42.126
hibiscus,large,none,104.04,5.202,4.1616,72.828,31.212
rose,small,strong,88.36,4.418,3.5344,61.852,26.508
rose,medium,mild,99.13,4.9565,3.9652,69.391,29.739
shoeblack plant,medium,none,62.96,3.148,2.5184,44.072,18.888
shoeblack plant,medium,mild,107.5,5.375,4.3,75.25,32.25
hibiscus,large,none,134.94,6.747,5.3976,94.458,40.482
rose,small,mild,37.4,1.87,1.496,26.18,11.22
rose,medium,strong,48.56,2.428,1.9424,33.992,14.568
rose,medium,strong,51.4,2.57,2.056,35.98,15.42
hibiscus,large,none,163.54,8.177,6.5416,114.478,49.062
rose,medium,mild,91.43,4.5715,3.6572,64.001,27.429
shoeblack plant,large,mild,139.43,6.9715,5.5772,97.601,41.829
shoeblack plant,medium,none,107.63,5.3815,4.3052,75.341,32.289
rose,small,strong,90.01,4.5005,3.6004,63.007,27.003
rose,medium,strong,49.2,2.46,1.968,34.44,14.76
rose,small,mild,97.4,4.87,3.896,68.18,29.22
hibiscus,large,none,174.7,8.735,6.988,122.29,52.41
rose,small,strong,43.03,2.1515,1.7212,30.121,12.909
rose,medium,strong,92.41,4.6205,3.6964,64.687,27.723
hibiscus,large,none,160.82,8.041,6.4328,112.574,48.246
shoeblack plant,medium,mild,61.78,3.089,2.4712,43.246,18.534
shoeblack plant,large,none,95.6,4.78,3.824,66.92,28.68
hibiscus,large,none,102,5.1,4.08,71.4,30.6
hibiscus,large,none,143.83,7.1915,5.7532,100.681,43.149
hibiscus,large,none,155.37,7.7685,6.2148,108.759,46.611
shoeblack plant,medium,none,105.78,5.289,4.2312,74.046,31.734
shoeblack plant,large,none,55.32,2.766,2.2128,38.724,16.596
shoeblack plant,medium,mild,69.46,3.473,2.7784,48.622,20.838
shoeblack plant,large,mild,146.08,7.304,5.8432,102.256,43.824
hibiscus,large,none,104.45,5.2225,4.178,73.115,31.335
shoeblack plant,large,mild,56.42,2.821,2.2568,39.494,16.926
rose,medium,strong,42.36,2.118,1.6944,29.652,12.708
shoeblack plant,medium,none,59.61,2.9805,2.3844,41.727,17.883
shoeblack plant,large,mild,55.89,2.7945,2.2356,39.123,16.767
rose,small,strong,46.02,2.301,1.8408,32.214,13.806
shoeblack plant,large,mild,93.24,4.662,3.7296,65.268,27.972
hibiscus,large,none,171.69,8.5845,6.8676,120.183,51.507
hibiscus,large,none,102.17,5.1085,4.0868,71.519,30.651
shoeblack plant,large,none,129.61,6.4805,5.1844,90.727,38.883
hibiscus,large,none,114.64,5.732,4.5856,80.248,34.392
shoeblack plant,medium,mild,140.59,7.0295,5.6236,98.413,42.177
rose,medium,mild,56.23,2.8115,2.2492,39.361,16.869
shoeblack plant,large,none,64.11,3.2055,2.5644,44.877,19.233
hibiscus,large,none,158.6,7.93,6.344,111.02,47.58
hibiscus,large,none,136.07,6.8035,5.4428,95.249,40.821
rose,small,strong,63.16,3.158,2.5264,44.212,18.948
hibiscus,large,none,174.55,8.7275,6.982,122.185,52.365
hibiscus,large,none,118.59,5.9295,4.7436,83.013,35.577
hibiscus,large,none,112.91,5.6455,4.5164,79.037,33.873
hibiscus,large,none,145.12,7.256,5.8048,101.584,43.536
hibiscus,large,none,153.11,7.6555,6.1244,107.177,45.933
hibiscus,large,none,174.53,8.7265,6.9812,122.171,52.359
shoeblack plant,large,mild,107.5,5.375,4.3,75.25,32.25
shoeblack plant,medium,none,83.22,4.161,3.3288,58.254,24.966
hibiscus,large,none,123.28,6.164,4.9312,86.296,36.984
rose,small,mild,58.55,2.9275,2.342,40.985,17.565
hibiscus,large,none,162.63,8.1315,6.5052,113.841,48.789
shoeblack plant,large,none,54.46,2.723,2.1784,38.122,16.338
rose,medium,mild,63.37,3.1685,2.5348,44.359,19.011
hibiscus,large,none,194.9,9.745,7.796,136.43,58.47
hibiscus,large,none,136.37,6.8185,5.4548,95.459,40.911
hibiscus,large,none,125.36,6.268,5.0144,87.752,37.608
rose,medium,mild,61.51,3.0755,2.4604,43.057,18.453
hibiscus,large,none,110.01,5.5005,4.4004,77.007,33.003
shoeblack plant,medium,mild,71.27,3.5635,2.8508,49.889,21.381
hibiscus,large,none,148.75,7.4375,5.95,104.125,44.625
shoeblack plant,medium,none,98.04,4.902,3.9216,68.628,29.412
rose,medium,mild,90.95,4.5475,3.638,63.665,27.285
rose,small,mild,80.29,4.0145,3.2116,56.203,24.087
rose,small,mild,76.76,3.838,3.0704,53.732,23.028
rose,small,strong,65.45,3.2725,2.618,45.815,19.635
hibiscus,large,none,148.78,7.439,5.9512,104.146,44.634
rose,small,strong,52.6,2.63,2.104,36.82,15.78
hibiscus,large,none,131.42,6.571,5.2568,91.994,39.426
hibiscus,large,none,170.03,8.5015,6.8012,119.021,51.009
shoeblack plant,medium,none,142.4,7.12,5.696,99.68,42.72
hibiscus,large,none,150.09,7.5045,6.0036,105.063,45.027
rose,small,mild,47.13,2.3565,1.8852,32.991,14.139
shoeblack plant,medium,none,112.2,5.61,4.488,78.54,33.66
shoeblack plant,large,mild,118.86,5.943,4.7544,83.202,35.658
shoeblack plant,large,none,79.78,3.989,3.1912,55.846,23.934
shoeblack plant,large,mild,147.91,7.3955,5.9164,103.537,44.373
shoeblack plant,medium,mild,74.73,3.7365,2.9892,52.311,22.419
shoeblack plant,medium,mild,134.26,6.713,5.3704,93.982,40.278
rose,small,strong,73.64,3.682,2.9456,51.548,22.092
shoeblack plant,medium,mild,51.4,2.57,2.056,35.98,15.42
rose,small,mild,68.63,3.4315,2.7452,48.041,20.589
shoeblack plant,medium,none,104.85,5.2425,4.194,73.395,31.455
hibiscus,large,none,130.78,6.539,5.2312,91.546,39.234
rose,medium,mild,40.34,2.017,1.6136,28.238,12.102
shoeblack plant,medium,mild,54.63,2.7315,2.1852,38.241,16.389
hibiscus,large,none,170.01,8.5005,6.8004,119.007,51.003
hibiscus,large,none,151.04,7.552,6.0416,105.728,45.312
rose,medium,strong,88.77,4.4385,3.5508,62.139,26.631
shoeblack plant,large,none,97.97,4.8985,3.9188,68.579,29.391
shoeblack plant,large,mild,81.09,4.0545,3.2436,56.763,24.327
hibiscus,large,none,181.63,9.0815,7.2652,127.141,54.489
rose,medium,strong,45.13,2.2565,1.8052,31.591,13.539
shoeblack plant,large,mild,138.15,6.9075,5.526,96.705,41.445
hibiscus,large,none,134.65,6.7325,5.386,94.255,40.395
rose,medium,strong,32.75,1.6375,1.31,22.925,9.825
hibiscus,large,none,137.1,6.855,5.484,95.97,41.13
hibiscus,large,none,181.43,9.0715,7.2572,127.001,54.429
rose,small,strong,57.73,2.8865,2.3092,40.411,17.319
shoeblack plant,large,none,107.27,5.3635,4.2908,75.089,32.181
shoeblack plant,medium,none,85.98,4.299,3.4392,60.186,25.794
rose,medium,strong,31.46,1.573,1.2584,22.022,9.438
rose,medium,strong,50.75,2.5375,2.03,35.525,15.225
shoeblack plant,medium,none,96.08,4.804,3.8432,67.256,28.824
hibiscus,large,none,191.96,9.598,7.6784,134.372,57.588
shoeblack plant,medium,none,116.75,5.8375,4.67,81.725,35.025
hibiscus,large,none,199.81,9.9905,7.9924,139.867,59.943
hibiscus,large,none,146.39,7.3195,5.8556,102.473,43.917
shoeblack plant,medium,mild,89.23,4.4615,3.5692,62.461,26.769
shoeblack plant,large,none,93.66,4.683,3.7464,65.562,28.098
hibiscus,large,none,175.91,8.7955,7.0364,123.137,52.773
shoeblack plant,large,mild,89.01,4.4505,3.5604,62.307,26.703
shoeblack plant,large,none,116.65,5.8325,4.666,81.655,34.995
hibiscus,large,none,131.16,6.558,5.2464,91.812,39.348
hibiscus,large,none,122.45,6.1225,4.898,85.715,36.735
rose,small,strong,90.89,4.5445,3.6356,63.623,27.267
shoeblack plant,medium,none,112.57,5.6285,4.5028,78.799,33.771
rose,medium,strong,82.14,4.107,3.2856,57.498,24.642
shoeblack plant,medium,none,102.81,5.1405,4.1124,71.967,30.843
shoeblack plant,medium,none,60.26,3.013,2.4104,42.182,18.078
rose,medium,mild,30.85,1.5425,1.234,21.595,9.255
hibiscus,large,none,169.75,8.4875,6.79,118.825,50.925
shoeblack plant,large,mild,53.69,2.6845,2.1476,37.583,16.107
rose,small,mild,46.26,2.313,1.8504,32.382,13.878
hibiscus,large,none,180.93,9.0465,7.2372,126.651,54.279
hibiscus,large,none,138.52,6.926,5.5408,96.964,41.556
hibiscus,large,none,152.23,7.6115,6.0892,106.561,45.669
hibiscus,large,none,190.92,9.546,7.6368,133.644,57.276
shoeblack plant,large,mild,96.86,4.843,3.8744,67.802,29.058
shoeblack plant,large,none,51.36,2.568,2.0544,35.952,15.408
shoeblack plant,medium,none,73.4,3.67,2.936,51.38,22.02
rose,small,strong,52.5,2.625,2.1,36.75,15.75
rose,small,mild,78.07,3.9035,3.1228,54.649,23.421
hibiscus,large,none,120.8,6.04,4.832,84.56,36.24
rose,small,strong,82.96,4.148,3.3184,58.072,24.888
hibiscus,large,none,120.05,6.0025,4.802,84.035,36.015
rose,small,strong,48.58,2.429,1.9432,34.006,14.574
shoeblack plant,medium,mild,107.43,5.3715,4.2972,75.201,32.229
shoeblack plant,medium,none,91.12,4.556,3.6448,63.784,27.336
hibiscus,large,none,128.53,6.4265,5.1412,89.971,38.559
rose,medium,mild,94.04,4.702,3.7616,65.828,28.212
hibiscus,large,none,162.27,8.1135,6.4908,113.589,48.681
hibiscus,large,none,106.43,5.3215,4.2572,74.501,31.929
rose,medium,mild,48.79,2.4395,1.9516,34.153,14.637
hibiscus,large,none,127.5,6.375,5.1,89.25,38.25
hibiscus,large,none,164.84,8.242,6.5936,115.388,49.452
hibiscus,large,none,178.98,8.949,7.1592,125.286,53.694
hibiscus,large,none,199.88,9.994,7.9952,139.916,59.964
shoeblack plant,medium,mild,127.36,6.368,5.0944,89.152,38.208
shoeblack plant,medium,none,97.58,4.879,3.9032,68.306,29.274
rose,small,mild,89.34,4.467,3.5736,62.538,26.802
shoeblack plant,large,mild,105.31,5.2655,4.2124,73.717,31.593
shoeblack plant,medium,none,70.24,3.512,2.8096,49.168,21.072
rose,medium,strong,79.95,3.9975,3.198,55.965,23.985
shoeblack plant,large,none,107.86,5.393,4.3144,75.502,32.358
hibiscus,large,none,140.34,7.017,5.6136,98.238,42.102
shoeblack plant,medium,none,114.18,5.709,4.5672,79.926,34.254
hibiscus,large,none,152.83,7.6415,6.1132,106.981,45.849
shoeblack plant,large,mild,79.97,3.9985,3.1988,55.979,23.991
shoeblack plant,large,mild,84.66,4.233,3.3864,59.262,25.398
shoeblack plant,medium,mild,97.86,4.893,3.9144,68.502,29.358
shoeblack plant,medium,none,118.98,5.949,4.7592,83.286,35.694
rose,small,mild,59.39,2.9695,2.3756,41.573,17.817
rose,medium,mild,77.54,3.877,3.1016,54.278,23.262
hibiscus,large,none,122.52,6.126,4.9008,85.764,36.756
shoeblack plant,large,none,54.04,2.702,2.1616,37.828,16.212
shoeblack plant,large,mild,114.46,5.723,4.5784,80.122,34.338
hibiscus,large,none,114.41,5.7205,4.5764,80.087,34.323
hibiscus,large,none,146.99,7.3495,5.8796,102.893,44.097
shoeblack plant,large,mild,92.5,4.625,3.7,64.75,27.75
rose,small,mild,58.4,2.92,2.336,40.88,17.52
shoeblack plant,large,mild,79.7,3.985,3.188,55.79,23.91
rose,medium,strong,38.47,1.9235,1.5388,26.929,11.541
hibiscus,large,none,137.09,6.8545,5.4836,95.963,41.127
hibiscus,large,none,192.27,9.6135,7.6908,134.589,57.681
hibiscus,large,none,155.35,7.7675,6.214,108.745,46.605
rose,medium,strong,43.36,2.168,1.7344,30.352,13.008
hibiscus,large,none,187.5,9.375,7.5,131.25,56.25
hibiscus,large,none,164.57,8.2285,6.5828,115.199,49.371
rose,medium,mild,62.68,3.134,2.5072,43.876,18.804
rose,small,strong,63.34,3.167,2.5336,44.338,19.002
rose,small,strong,70.57,3.5285,2.8228,49.399,21.171
rose,medium,strong,66.18,3.309,2.6472,46.326,19.854
hibiscus,large,none,174.73,8.7365,6.9892,122.311,52.419
rose,medium,strong,63.88,3.194,2.5552,44.716,19.164
shoeblack plant,medium,mild,55.92,2.796,2.2368,39.144,16.776
hibiscus,large,none,188.19,9.4095,7.5276,131.733,56.457
rose,small,mild,59.27,2.9635,2.3708,41.489,17.781
rose,medium,strong,94.56,4.728,3.7824,66.192,28.368
hibiscus,large,none,123.11,6.1555,4.9244,86.177,36.933
shoeblack plant,medium,mild,116.51,5.8255,4.6604,81.557,34.953
shoeblack plant,medium,mild,95.73,4.7865,3.8292,67.011,28.719
shoeblack plant,large,mild,139.38,6.969,5.5752,97.566,41.814
rose,small,strong,68.93,3.4465,2.7572,48.251,20.679
rose,medium,mild,96.39,4.8195,3.8556,67.473,28.917
hibiscus,large,none,184.59,9.2295,7.3836,129.213,55.377
rose,medium,mild,89.17,4.4585,3.5668,62.419,26.751
shoeblack plant,large,none,126.29,6.3145,5.0516,88.403,37.887
shoeblack plant,medium,mild,116.02,5.801,4.6408,81.214,34.806
hibiscus,large,none,109.76,5.488,4.3904,76.832,32.928
shoeblack plant,large,mild,126.1,6.305,5.044,88.27,37.83
hibiscus,large,none,183.87,9.1935,7.3548,128.709,55.161
hibiscus,large,none,144.62,7.231,5.7848,101.234,43.386
rose,small,strong,78.65,3.9325,3.146,55.055,23.595
hibiscus,large,none,199.76,9.988,7.9904,139.832,59.928
hibiscus,large,none,163.29,8.1645,6.5316,114.303,48.987
hibiscus,large,none,122.25,6.1125,4.89,85.575,36.675
shoeblack plant,large,none,142.92,7.146,5.7168,100.044,42.876
shoeblack plant,large,mild,142.16,7.108,5.6864,99.512,42.648
hibiscus,large,none,130.68,6.534,5.2272,91.476,39.204
rose,small,strong,44.36,2.218,1.7744,31.052,13.308
rose,small,mild,52.03,2.6015,2.0812,36.421,15.609
shoeblack plant,large,mild,55.29,2.7645,2.2116,38.703,16.587
shoeblack plant,medium,mild,83.36,4.168,3.3344,58.352,25.008
shoeblack plant,medium,none,137.02,6.851,5.4808,95.914,41.106
rose,small,strong,76.74,3.837,3.0696,53.718,23.022
hibiscus,large,none,170.55,8.5275,6.822,119.385,51.165
shoeblack plant,large,mild,53.51,2.6755,2.1404,37.457,16.053
shoeblack plant,large,none,115.37,5.7685,4.6148,80.759,34.611
shoeblack plant,medium,mild,61.97,3.0985,2.4788,43.379,18.591
rose,medium,strong,56.04,2.802,2.2416,39.228,16.812
hibiscus,large,none,198.48,9.924,7.9392,138.936,59.544
hibiscus,large,none,179.76,8.988,7.1904,125.832,53.928
hibiscus,large,none,157.74,7.887,6.3096,110.418,47.322
shoeblack plant,medium,none,78.13,3.9065,3.1252,54.691,23.439
rose,medium,mild,62.98,3.149,2.5192,44.086,18.894
shoeblack plant,large,none,105.32,5.266,4.2128,73.724,31.596
rose,medium,mild,75.8,3.79,3.032,53.06,22.74
hibiscus,large,none,109.6,5.48,4.384,76.72,32.88
hibiscus,large,none,144.28,7.214,5.7712,100.996,43.284
shoeblack plant,large,none,86.85,4.3425,3.474,60.795,26.055
rose,small,strong,69.46,3.473,2.7784,48.622,20.838
rose,small,mild,48.29,2.4145,1.9316,33.803,14.487
hibiscus,large,none,195.63,9.7815,7.8252,136.941,58.689
rose,small,strong,96.61,4.8305,3.8644,67.627,28.983
shoeblack plant,large,mild,85.41,4.2705,3.4164,59.787,25.623
hibiscus,large,none,100.28,5.014,4.0112,70.196,30.084
rose,small,mild,91.64,4.582,3.6656,64.148,27.492
shoeblack plant,large,mild,53.29,2.6645,2.1316,37.303,15.987
shoeblack plant,large,none,82.76,4.138,3.3104,57.932,24.828
shoeblack plant,medium,none,113.67,5.6835,4.5468,79.569,34.101
rose,medium,mild,84.47,4.2235,3.3788,59.129,25.341
rose,small,mild,43.46,2.173,1.7384,30.422,13.038
rose,small,strong,54.88,2.744,2.1952,38.416,16.464
shoeblack plant,large,none,74.09,3.7045,2.9636,51.863,22.227
rose,medium,strong,61.37,3.0685,2.4548,42.959,18.411
rose,small,strong,36.43,1.8215,1.4572,25.501,10.929
shoeblack plant,medium,mild,75.78,3.789,3.0312,53.046,22.734
shoeblack plant,large,mild,72.93,3.6465,2.9172,51.051,21.879
rose,small,strong,77.32,3.866,3.0928,54.124,23.196
hibiscus,large,none,118.95,5.9475,4.758,83.265,35.685
shoeblack plant,medium,none,130.8,6.54,5.232,91.56,39.24
hibiscus,large,none,155.18,7.759,6.2072,108.626,46.554
hibiscus,large,none,108.69,5.4345,4.3476,76.083,32.607
rose,medium,strong,94.57,4.7285,3.7828,66.199,28.371
hibiscus,large,none,192.26,9.613,7.6904,134.582,57.678
shoeblack plant,medium,mild,125.63,6.2815,5.0252,87.941,37.689
rose,small,strong,59.31,2.9655,2.3724,41.517,17.793
shoeblack plant,medium,none,136.43,6.8215,5.4572,95.501,40.929
hibiscus,large,none,124.47,6.2235,4.9788,87.129,37.341
rose,medium,strong,48.11,2.4055,1.9244,33.677,14.433
rose,small,mild,91.2,4.56,3.648,63.84,27.36
rose,medium,strong,47.02,2.351,1.8808,32.914,14.106
rose,small,strong,78.23,3.9115,3.1292,54.761,23.469
shoeblack plant,medium,none,63.12,3.156,2.5248,44.184,18.936
shoeblack plant,medium,mild,133.65,6.6825,5.346,93.555,40.095
rose,medium,strong,95.96,4.798,3.8384,67.172,28.788
shoeblack plant,large,mild,52.11,2.6055,2.0844,36.477,15.633
rose,small,strong,46.38,2.319,1.8552,32.466,13.914
rose,small,mild,76.63,3.8315,3.0652,53.641,22.989
rose,small,mild,57.35,2.8675,2.294,40.145,17.205
shoeblack plant,medium,none,141.17,7.0585,5.6468,98.819,42.351
shoeblack plant,large,none,138.34,6.917,5.5336,96.838,41.502
hibiscus,large,none,159.41,7.9705,6.3764,111.587,47.823
shoeblack plant,large,mild,67.66,3.383,2.7064,47.362,20.298
hibiscus,large,none,172.08,8.604,6.8832,120.456,51.624
rose,small,strong,37.44,1.872,1.4976,26.208,11.232
shoeblack plant,large,none,110.22,5.511,4.4088,77.154,33.066
hibiscus,large,none,127.36,6.368,5.0944,89.152,38.208
rose,small,strong,94.93,4.7465,3.7972,66.451,28.479
rose,small,mild,30.88,1.544,1.2352,21.616,9.264
rose,medium,mild,46.36,2.318,1.8544,32.452,13.908
hibiscus,large,none,189.13,9.4565,7.5652,132.391,56.739
rose,small,mild,42.58,2.129,1.7032,29.806,12.774
shoeblack plant,large,none,84.25,4.2125,3.37,58.975,25.275
hibiscus,large,none,105.82,5.291,4.2328,74.074,31.746
rose,small,mild,40.62,2.031,1.6248,28.434,12.186
rose,medium,mild,70.37,3.5185,2.8148,49.259,21.111
shoeblack plant,medium,none,89.43,4.4715,3.5772,62.601,26.829
rose,medium,strong,52.61,2.6305,2.1044,36.827,15.783
rose,medium,strong,87.64,4.382,3.5056,61.348,26.292
shoeblack plant,large,mild,84.06,4.203,3.3624,58.842,25.218
hibiscus,large,none,119.89,5.9945,4.7956,83.923,35.967
shoeblack plant,large,none,123.87,6.1935,4.9548,86.709,37.161
hibiscus,large,none,187.12,9.356,7.4848,130.984,56.136
hibiscus,large,none,118,5.9,4.72,82.6,35.4
hibiscus,large,none,147.52,7.376,5.9008,103.264,44.256
hibiscus,large,none,118.24,5.912,4.7296,82.768,35.472
hibiscus,large,none,173.94,8.697,6.9576,121.758,52.182
rose,small,strong,73.51,3.6755,2.9404,51.457,22.053
rose,medium,strong,88.7,4.435,3.548,62.09,26.61
hibiscus,large,none,184.8,9.24,7.392,129.36,55.44
shoeblack plant,large,mild,117.93,5.8965,4.7172,82.551,35.379
hibiscus,large,none,194.35,9.7175,7.774,136.045,58.305
hibiscus,large,none,122.25,6.1125,4.89,85.575,36.675
hibiscus,large,none,115.22,5.761,4.6088,80.654,34.566
rose,small,strong,78.45,3.9225,3.138,54.915,23.535
hibiscus,large,none,193.69,9.6845,7.7476,135.583,58.107
rose,small,strong,41.07,2.0535,1.6428,28.749,12.321
shoeblack plant,medium,mild,111.69,5.5845,4.4676,78.183,33.507
rose,medium,strong,63.95,3.1975,2.558,44.765,19.185
rose,small,mild,73.46,3.673,2.9384,51.422,22.038
shoeblack plant,medium,mild,64.83,3.2415,2.5932,45.381,19.449
rose,small,strong,91.47,4.5735,3.6588,64.029,27.441
shoeblack plant,medium,mild,61.83,3.0915,2.4732,43.281,18.549
hibiscus,large,none,130.77,6.5385,5.2308,91.539,39.231
hibiscus,large,none,115.5,5.775,4.62,80.85,34.65
shoeblack plant,large,none,78.79,3.9395,3.1516,55.153,23.637
hibiscus,large,none,147.05,7.3525,5.882,102.935,44.115
rose,medium,strong,48.97,2.4485,1.9588,34.279,14.691
shoeblack plant,large,none,121.06,6.053,4.8424,84.742,36.318
shoeblack plant,medium,mild,140.56,7.028,5.6224,98.392,42.168
rose,medium,mild,58.15,2.9075,2.326,40.705,17.445
hibiscus,large,none,153.59,7.6795,6.1436,107.513,46.077
hibiscus,large,none,100.36,5.018,4.0144,70.252,30.108
shoeblack plant,medium,mild,92.99,4.6495,3.7196,65.093,27.897
shoeblack plant,large,mild,106.14,5.307,4.2456,74.298,31.842
shoeblack plant,medium,none,54.4,2.72,2.176,38.08,16.32
hibiscus,large,none,168.32,8.416,6.7328,117.824,50.496
rose,medium,mild,90.01,4.5005,3.6004,63.007,27.003
rose,medium,strong,34.85,1.7425,1.394,24.395,10.455
shoeblack plant,large,mild,70.06,3.503,2.8024,49.042,21.018
hibiscus,large,none,124.16,6.208,4.9664,86.912,37.248
shoeblack plant,medium,mild,107.65,5.3825,4.306,75.355,32.295
shoeblack plant,large,none,68.96,3.448,2.7584,48.272,20.688
rose,small,strong,66.52,3.326,2.6608,46.564,19.956
hibiscus,large,none,145.02,7.251,5.8008,101.514,43.506
hibiscus,large,none,190.29,9.5145,7.6116,133.203,57.087
shoeblack plant,medium,none,113.9,5.695,4.556,79.73,34.17
rose,medium,strong,46.36,2.318,1.8544,32.452,13.908
hibiscus,large,none,163.73,8.1865,6.5492,114.611,49.119
shoeblack plant,medium,mild,113.38,5.669,4.5352,79.366,34.014
hibiscus,large,none,198.29,9.9145,7.9316,138.803,59.487
rose,medium,strong,44.41,2.2205,1.7764,31.087,13.323
hibiscus,large,none,164.97,8.2485,6.5988,115.479,49.491
hibiscus,large,none,190.44,9.522,7.6176,133.308,57.132
shoeblack plant,large,none,55.13,2.7565,2.2052,38.591,16.539
shoeblack plant,medium,mild,95.12,4.756,3.8048,66.584,28.536
shoeblack plant,large,mild,85.25,4.2625,3.41,59.675,25.575
